age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
30,5,14,21,10,23,23,25,29,39,106,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,3,14,21,23,23,23,25,29,39,351,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,1,13,17,10,24,23,25,29,39,218,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,2,14,17,23,23,24,25,29,39,198,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,3,15,17,23,23,24,25,29,39,284,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
41,5,13,20,10,24,23,25,29,39,190,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
26,4,13,19,23,23,23,25,29,39,295,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
26,4,14,17,10,23,23,25,29,39,106,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,4,13,16,10,23,24,25,29,39,93,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,6,13,10,23,10,10,25,29,39,174,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,6,13,10,23,10,10,25,29,39,124,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
54,7,15,21,23,24,23,25,29,39,62,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,4,14,19,23,24,23,25,29,39,2231,1,999,0,43,1.1,93.994,-36.4,4.856,5191,24
40,5,15,21,23,24,23,25,29,39,217,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,3,13,21,23,24,23,25,29,39,343,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,4,13,19,23,23,23,25,29,39,227,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,3,13,20,23,24,23,25,29,39,248,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
28,5,13,17,23,23,23,25,29,39,180,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,2,14,19,23,24,24,25,29,39,117,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,3,14,17,23,23,23,25,29,39,205,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,5,14,21,23,24,23,25,29,39,370,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,2,13,19,23,23,23,25,29,39,427,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,9,13,19,10,24,23,25,29,39,289,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
53,5,13,20,10,24,23,25,29,39,170,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,5,13,18,23,24,23,25,29,39,705,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
53,5,13,20,10,24,23,25,29,39,198,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
53,5,13,20,10,24,24,25,29,39,247,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
33,4,15,18,10,24,23,25,29,39,226,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
30,10,14,21,23,23,23,25,29,39,213,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,3,13,21,23,23,23,25,29,39,174,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,5,13,17,23,23,23,25,29,39,166,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,3,13,21,23,23,23,25,29,39,373,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,2,15,19,23,24,23,25,29,39,259,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,5,13,17,23,23,24,25,29,39,340,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,4,14,21,10,23,23,25,29,39,392,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
44,5,13,20,10,24,23,25,29,39,245,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,4,13,19,10,23,24,25,29,39,136,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
44,4,15,16,10,24,23,25,29,39,148,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
50,9,13,21,23,24,24,25,29,39,137,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,4,14,21,10,23,23,25,29,39,456,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
41,5,13,20,23,24,23,25,29,39,107,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,4,13,16,23,23,23,25,29,39,44,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
53,3,13,21,23,24,23,25,29,39,118,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,11,13,21,23,24,23,25,29,39,135,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,2,13,17,23,24,23,25,29,39,276,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,2,13,19,10,24,23,25,29,39,150,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,4,13,20,23,23,24,25,29,39,118,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
25,5,14,21,23,24,23,25,29,39,38,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,3,15,21,23,23,24,25,29,39,232,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,3,13,21,23,23,23,25,29,39,1167,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
32,10,13,18,10,23,23,25,29,39,39,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
32,3,15,17,23,23,23,25,29,39,325,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,9,14,21,23,23,23,25,29,39,311,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,3,13,17,23,23,24,25,29,39,147,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
46,11,13,21,23,24,23,25,29,39,125,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
56,11,13,21,23,23,23,25,29,39,98,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,5,14,19,10,23,24,25,29,39,93,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,5,14,19,10,23,23,25,29,39,83,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,4,13,17,23,24,23,25,29,39,67,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
52,2,13,10,10,23,23,25,29,39,77,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,2,13,10,10,23,23,25,29,39,191,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
52,2,13,10,10,23,23,25,29,39,144,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
51,5,13,20,10,23,23,25,29,39,20,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,5,14,10,23,23,23,25,29,39,27,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,5,13,17,23,23,24,25,29,39,174,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
28,4,13,19,23,24,23,25,29,39,260,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
43,9,14,20,10,24,24,25,29,39,94,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
41,5,14,20,23,24,23,25,29,39,122,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
54,5,13,20,23,23,24,25,29,39,334,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
53,4,13,19,23,24,23,25,29,39,609,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,3,13,21,10,23,23,25,29,39,202,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,3,13,21,10,23,23,25,29,39,262,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,4,13,19,23,23,23,25,29,39,302,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,2,13,17,23,23,23,25,29,39,121,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
40,5,13,20,10,23,23,25,29,39,202,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,2,15,20,10,23,23,25,29,39,806,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
56,3,15,10,10,24,24,25,29,39,31,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,3,13,17,10,23,23,25,29,39,21,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,4,13,16,10,24,23,25,29,39,334,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,5,14,21,23,24,24,25,29,39,156,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
41,5,13,20,23,23,23,25,29,39,92,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,4,13,20,10,23,23,25,29,39,128,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,3,14,21,23,23,24,25,29,39,766,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,2,13,17,10,23,23,25,29,39,162,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
29,3,14,19,10,23,23,25,29,39,255,5,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,5,14,21,23,23,23,25,29,39,137,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,2,13,17,10,24,23,25,29,39,189,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
40,4,13,17,23,23,23,25,29,39,110,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,4,14,21,10,24,23,25,29,39,395,2,999,0,43,1.1,93.994,-36.4,4.856,5191,24
42,4,13,16,23,23,23,25,29,39,135,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
32,4,13,19,23,23,23,25,29,39,102,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
56,3,13,10,10,24,23,25,29,39,705,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
54,2,13,10,23,23,23,25,29,39,192,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
60,6,13,16,10,23,23,25,29,39,188,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,3,13,17,10,24,23,25,29,39,139,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
46,4,13,10,10,23,23,25,29,39,131,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,3,14,17,23,23,23,25,29,39,65,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
55,4,13,16,10,24,24,25,29,39,266,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,2,13,17,23,24,23,25,29,39,76,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,5,14,21,23,23,23,25,29,39,1015,1,999,0,43,1.1,93.994,-36.4,4.856,5191,24
45,5,13,21,10,24,23,25,29,39,122,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
32,4,13,18,23,23,24,25,29,39,60,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,4,13,20,10,24,24,25,29,39,111,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
30,5,13,21,23,24,23,25,29,39,683,2,999,0,43,1.1,93.994,-36.4,4.856,5191,24
36,4,13,17,23,23,24,25,29,39,100,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,3,13,17,23,23,23,25,29,39,82,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
51,3,14,18,23,23,23,25,29,39,470,1,999,0,43,1.1,93.994,-36.4,4.856,5191,24
46,1,13,16,23,23,24,25,29,39,149,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,4,15,16,10,23,23,25,29,39,106,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,2,13,17,10,23,23,25,29,39,127,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
41,4,13,16,10,24,23,25,29,39,320,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
53,6,14,20,10,24,23,25,29,39,145,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
55,6,13,16,10,24,23,25,29,39,129,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
44,7,13,21,10,23,23,25,29,39,730,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,4,13,16,23,24,23,25,29,39,36,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
50,2,13,10,10,23,23,25,29,39,521,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,4,13,19,23,23,23,25,29,39,95,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,11,13,19,23,23,23,25,29,39,120,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,8,14,21,23,23,23,25,29,39,349,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
57,6,13,21,23,24,23,25,29,39,768,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,4,15,16,23,24,23,25,29,39,277,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,7,13,21,10,24,23,25,29,39,289,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
32,3,15,17,23,23,23,25,29,39,473,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,3,14,21,23,23,23,25,29,39,133,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
55,6,13,18,10,23,23,25,29,39,129,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,4,13,16,23,24,24,25,29,39,386,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
31,2,13,18,10,23,23,25,29,39,1001,4,999,0,43,1.1,93.994,-36.4,4.856,5191,24
38,5,13,20,23,24,23,25,29,39,76,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,9,13,20,23,24,23,25,29,39,214,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
33,9,15,19,23,24,23,25,29,39,355,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
27,3,14,21,23,24,24,25,29,39,194,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,5,13,21,23,24,24,25,29,39,845,1,999,0,43,1.1,93.994,-36.4,4.856,5191,24
34,7,15,21,23,24,23,25,29,39,208,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,4,13,16,10,24,23,25,29,39,173,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,5,14,20,23,23,23,25,29,39,113,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
28,3,14,10,23,23,23,25,29,39,109,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
54,4,13,16,10,23,23,25,29,39,853,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,6,13,20,10,23,24,25,29,39,518,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,4,13,10,10,23,23,25,29,39,124,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
57,3,15,19,10,23,23,25,29,39,452,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
28,3,13,21,23,10,10,25,29,39,203,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,4,13,19,10,23,23,25,29,39,813,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
60,6,13,21,10,10,10,25,29,39,81,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,2,15,19,23,23,23,25,29,39,93,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
40,9,13,20,23,23,23,25,29,39,119,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,10,13,16,23,23,24,25,29,39,295,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,4,13,19,10,23,23,25,29,39,296,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
59,6,13,21,23,23,23,25,29,39,916,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,3,13,18,23,23,23,25,29,39,60,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,12,14,21,10,23,23,25,29,39,443,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,4,15,17,23,23,23,25,29,39,225,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,4,13,17,23,24,23,25,29,39,262,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,4,13,16,10,23,23,25,29,39,431,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,4,13,19,10,24,24,25,29,39,358,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
46,4,13,19,10,23,23,25,29,39,565,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,3,13,17,23,23,23,25,29,39,753,6,999,0,43,1.1,93.994,-36.4,4.856,5191,24
35,5,13,20,23,23,23,25,29,39,103,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
51,4,13,16,10,23,23,25,29,39,708,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
40,4,15,19,10,24,24,25,29,39,265,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
32,4,13,19,23,24,23,25,29,39,255,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,3,15,21,23,23,23,25,29,39,434,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
25,3,14,21,23,23,23,25,29,39,59,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
46,4,13,18,10,24,23,25,29,39,305,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,3,13,18,23,23,23,25,29,39,155,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,7,13,16,10,24,23,25,29,39,805,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
56,3,13,17,23,23,23,25,29,39,242,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
27,4,13,16,10,23,23,25,29,39,19,9,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,1,13,21,23,23,23,25,29,39,93,6,999,0,43,1.1,93.994,-36.4,4.856,5191,23
30,7,14,21,23,24,23,25,29,39,211,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,3,15,17,23,23,23,25,29,39,31,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,7,13,10,10,24,23,25,29,39,213,5,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,6,13,17,23,24,23,25,29,39,104,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,4,13,19,10,24,23,25,29,39,342,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
54,3,13,21,23,23,23,25,29,39,172,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
33,7,14,21,23,24,24,25,29,39,160,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,6,15,20,10,24,23,25,29,39,535,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,3,13,17,10,24,23,25,29,39,514,5,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,9,13,20,23,24,23,25,29,39,276,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
33,4,13,19,23,23,23,25,29,39,176,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
40,1,15,10,23,23,23,25,29,39,20,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,2,13,17,23,24,23,25,29,39,161,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
50,1,14,10,23,24,23,25,29,39,473,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
40,4,14,19,23,23,23,25,29,39,245,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
50,2,13,10,10,23,23,25,29,39,144,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
30,5,13,21,10,23,23,25,29,39,123,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
32,3,13,21,23,24,23,25,29,39,93,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
59,6,13,16,10,23,23,25,29,39,188,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
53,5,13,20,23,23,23,25,29,39,332,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
43,3,15,19,23,10,10,25,29,39,178,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,9,13,19,10,24,23,25,29,39,318,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,10,15,16,10,23,23,25,29,39,94,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
53,4,13,19,10,24,23,25,29,39,139,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,3,13,17,10,23,23,25,29,39,152,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
26,2,14,17,23,24,23,25,29,39,188,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,5,14,20,23,24,23,25,29,39,94,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,3,13,21,23,23,23,25,29,39,54,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,3,13,19,23,24,23,25,29,39,29,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,5,13,19,23,24,23,25,29,39,271,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,5,13,20,23,23,24,25,29,39,95,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,5,13,19,23,23,23,25,29,39,227,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
31,7,13,21,23,23,23,25,29,39,190,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
29,4,13,18,23,23,24,25,29,39,60,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
42,5,14,10,23,23,23,25,29,39,162,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
41,2,13,19,23,24,24,25,29,39,296,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
27,5,14,20,23,24,23,25,29,39,125,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,3,14,17,23,24,23,25,29,39,78,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,4,13,16,10,24,23,25,29,39,67,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,4,13,16,23,10,10,25,29,39,93,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
50,5,13,18,23,24,23,25,29,39,119,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,4,13,19,23,24,23,25,29,39,3,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
27,4,13,19,23,24,23,25,29,39,297,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,6,13,20,10,10,10,25,29,39,179,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,2,13,17,23,23,23,25,29,39,342,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
41,5,13,19,23,24,23,25,29,39,420,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,2,13,17,10,24,23,25,29,39,378,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
48,4,13,16,10,24,23,25,29,39,190,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
46,3,15,17,10,24,23,25,29,39,354,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,4,13,16,10,23,23,25,29,39,190,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
33,2,13,17,10,23,23,25,29,39,131,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
46,4,13,16,10,23,23,25,29,39,367,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
51,6,13,16,10,24,24,25,29,39,394,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
43,3,13,17,23,24,23,25,29,39,91,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
51,3,13,17,10,23,23,25,29,39,280,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
43,4,13,19,23,23,23,25,29,39,768,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
38,4,13,18,23,23,23,25,29,39,184,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
56,8,13,19,10,23,24,25,29,39,43,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,2,13,17,23,24,24,25,29,39,108,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,3,14,21,23,24,24,25,29,39,195,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
45,3,13,19,10,24,23,25,29,39,109,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
43,5,13,19,10,23,24,25,29,39,226,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
47,2,15,17,23,10,10,25,29,39,299,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
49,10,13,10,23,23,23,25,29,39,192,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,1,13,17,23,23,23,25,29,39,141,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,2,13,17,23,24,23,25,29,39,87,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
27,4,13,19,23,10,10,25,29,39,169,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
54,6,13,17,10,23,23,25,29,39,119,10,999,0,43,1.1,93.994,-36.4,4.856,5191,23
31,3,13,17,10,24,23,25,29,39,101,13,999,0,43,1.1,93.994,-36.4,4.856,5191,23
33,4,13,16,10,23,23,25,29,39,210,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
29,7,13,21,23,23,23,25,29,39,129,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
40,4,13,18,10,24,23,25,29,39,481,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,3,13,21,23,23,23,25,29,39,215,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
51,11,13,19,23,24,23,25,29,39,142,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,5,13,20,23,23,23,25,29,39,411,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,7,13,21,23,23,23,25,29,39,93,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
30,2,14,17,23,23,23,25,29,39,65,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,4,15,17,23,23,23,25,29,39,531,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,5,13,20,23,23,23,25,29,39,34,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
46,1,13,16,23,23,23,25,29,39,788,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
44,4,13,10,23,23,24,25,29,39,431,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
30,7,13,21,23,23,23,25,29,39,851,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
30,3,14,17,23,23,23,25,29,39,315,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
33,5,14,17,23,23,23,25,29,39,214,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
54,7,15,21,23,24,23,25,29,39,92,4,999,0,43,1.1,93.994,-36.4,4.856,5191,23
44,4,13,10,10,23,23,25,29,39,73,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,4,14,10,10,23,23,25,29,39,181,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
35,2,13,17,23,23,23,25,29,39,159,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
55,5,13,20,23,23,23,25,29,39,58,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
29,3,14,17,23,24,23,25,29,39,1052,1,999,0,43,1.1,93.994,-36.4,4.856,5191,23
55,2,13,17,23,23,23,25,29,39,165,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
36,5,13,21,23,23,23,25,29,39,309,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
39,4,13,18,23,24,23,25,29,39,163,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
58,3,13,18,23,24,23,25,29,39,210,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
37,3,14,17,23,23,23,25,29,39,165,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
28,4,14,18,10,24,23,25,29,39,331,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
34,7,13,21,23,24,23,25,29,39,230,3,999,0,43,1.1,93.994,-36.4,4.856,5191,23
54,6,15,16,23,24,23,25,29,39,584,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
27,7,14,21,23,24,23,25,29,39,134,2,999,0,43,1.1,93.994,-36.4,4.856,5191,23
